období,obvod,typ dat,kategorie,přestupek,počet,částka
2024-03-01,OŘ2,Počet uložených pokut,BP na místě nezaplacené,,217,
2024-03-01,OŘ2,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-03-01,OŘ2,Uložené pokuty v Kč,Doprava,,,
2024-03-01,OŘ2,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-03-01,OŘ2,Uložené pokuty v Kč,BP v hotovosti,,,
2024-03-01,OŘ2,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-03-01,OŘ2,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,1,
2024-03-01,OŘ2,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,403,
2024-03-01,OŘ2,Další formy řešení přestupků,Vydané VOPP,,36,
2024-03-01,OŘ2,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-03-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,142,
2024-03-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,11,
2024-03-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,51,
2024-03-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,31,
2024-03-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,88,
2024-03-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,2,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz vjezdu,201,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz zastavení,571,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz stání,46,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,pěší zóna,157,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,stání na chodníku,546,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,modrá zóna,172,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,fialová zóna,28,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,186,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,stání v křižovatce,284,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,6,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,jízda na červenou,2,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,přestupky chodců,31,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,přestupky cyklistů,20,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,27,
2024-03-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,55,
2024-03-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-03-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,49,
2024-03-01,OŘ3,Počet uložených pokut,Veřejný pořádek a zeleň,,51,
2024-03-01,OŘ3,Počet uložených pokut,Doprava,,175,
2024-03-01,OŘ3,Počet uložených pokut,Ostatní přestupky,,16,
2024-03-01,OŘ3,Počet uložených pokut,BP v hotovosti,,200,
2024-03-01,OŘ3,Počet uložených pokut,BP na místě nezaplacené,,42,
2024-03-01,OŘ3,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-03-01,OŘ3,Uložené pokuty v Kč,Doprava,,,
2024-03-01,OŘ3,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-03-01,OŘ3,Uložené pokuty v Kč,BP v hotovosti,,,
2024-03-01,OŘ3,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-03-01,OŘ3,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,6,
2024-03-01,OŘ3,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,440,
2024-03-01,OŘ3,Další formy řešení přestupků,Vydané VOPP,,190,
2024-03-01,OŘ3,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-03-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,109,
2024-03-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,5,
2024-03-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,19,
2024-03-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,215,
2024-03-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,71,
2024-03-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,6,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz vjezdu,315,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz stání,76,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,pěší zóna,15,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,stání na chodníku,864,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,modrá zóna,41,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,fialová zóna,62,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,118,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,stání v křižovatce,180,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,18,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,přestupky chodců,75,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,přestupky cyklistů,109,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,31,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,14,
2024-03-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,44,
2024-03-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-03-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,33,
2024-03-01,OŘ4,Počet uložených pokut,Veřejný pořádek a zeleň,,36,
2024-03-01,OŘ4,Počet uložených pokut,Doprava,,460,
2024-03-01,OŘ4,Počet uložených pokut,Ostatní přestupky,,10,
2024-03-01,OŘ4,Počet uložených pokut,BP v hotovosti,,366,
2024-03-01,OŘ4,Počet uložených pokut,BP na místě nezaplacené,,140,
2024-03-01,OŘ4,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-03-01,OŘ4,Uložené pokuty v Kč,Doprava,,,
2024-03-01,OŘ4,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-03-01,OŘ4,Uložené pokuty v Kč,BP v hotovosti,,,
2024-03-01,OŘ4,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-03-01,OŘ4,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,14,
2024-03-01,OŘ4,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,251,
2024-03-01,OŘ4,Další formy řešení přestupků,Vydané VOPP,,437,
2024-03-01,OŘ4,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-03-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,81,
2024-03-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,6,
2024-03-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,672,
2024-03-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,33,
2024-03-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,273,
2024-03-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,25,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz vjezdu,,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz stání,230,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,pěší zóna,168,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,stání na chodníku,913,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,modrá zóna,121,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,1,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,fialová zóna,26,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,184,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,stání v křižovatce,200,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,16,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,jízda na červenou,5,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,přestupky chodců,36,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,přestupky cyklistů,43,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,1,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-03-01,OŘ5,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-03-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,50,
2024-03-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,109,
2024-03-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-03-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-03-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-03-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,125,
2024-03-01,OŘ5,Počet uložených pokut,Veřejný pořádek a zeleň,,62,
2024-03-01,OŘ5,Počet uložených pokut,Doprava,,754,
2024-03-01,OŘ5,Počet uložených pokut,Ostatní přestupky,,66,
2024-03-01,OŘ5,Počet uložených pokut,BP v hotovosti,,677,
2024-03-01,OŘ5,Počet uložených pokut,BP na místě nezaplacené,,205,
2024-03-01,OŘ5,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-03-01,OŘ5,Uložené pokuty v Kč,Doprava,,,
2024-03-01,OŘ5,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-03-01,OŘ5,Uložené pokuty v Kč,BP v hotovosti,,,
2024-03-01,OŘ5,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-03-01,OŘ5,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,637,
2024-03-01,OŘ5,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,655,
2024-03-01,OŘ5,Další formy řešení přestupků,Vydané VOPP,,573,
2024-03-01,OŘ5,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-03-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,5,
2024-03-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,1,
2024-03-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,8,
2024-03-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,38,
2024-03-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,47,
2024-03-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,1,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz vjezdu,232,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz zastavení,441,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz stání,76,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,pěší zóna,67,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,stání na chodníku,809,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,modrá zóna,102,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,fialová zóna,14,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,227,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,stání v křižovatce,321,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,20,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,přestupky chodců,76,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,přestupky cyklistů,63,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,71,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,14,
2024-03-01,OŘ6,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-03-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,13,
2024-03-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,9,
2024-03-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-03-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-03-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,1,
2024-03-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,52,
2024-03-01,OŘ6,Počet uložených pokut,Veřejný pořádek a zeleň,,4,
2024-03-01,OŘ6,Počet uložených pokut,Doprava,,482,
2024-03-01,OŘ6,Počet uložených pokut,Ostatní přestupky,,7,
2024-03-01,OŘ6,Počet uložených pokut,BP v hotovosti,,352,
2024-03-01,OŘ6,Počet uložených pokut,BP na místě nezaplacené,,141,
2024-03-01,OŘ6,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-03-01,OŘ6,Uložené pokuty v Kč,Doprava,,,
2024-03-01,OŘ6,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-03-01,OŘ6,Uložené pokuty v Kč,BP v hotovosti,,,
2024-03-01,OŘ6,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-03-01,OŘ6,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,8,
2024-03-01,OŘ6,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,96,
2024-03-01,OŘ6,Další formy řešení přestupků,Vydané VOPP,,262,
2024-03-01,OŘ6,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-03-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,22,
2024-03-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,25,
2024-03-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,155,
2024-03-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,90,
2024-03-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz vjezdu,814,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz zastavení,510,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz stání,106,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,pěší zóna,1,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,stání na chodníku,508,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,modrá zóna,91,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,66,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,fialová zóna,75,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,152,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,stání v křižovatce,91,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,12,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,přestupky chodců,2,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,přestupky cyklistů,4,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,5,
2024-03-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,19,
2024-03-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-03-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,16,
2024-03-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,36,
2024-03-01,OŘ7,Počet uložených pokut,Veřejný pořádek a zeleň,,89,
2024-03-01,OŘ7,Počet uložených pokut,Doprava,,676,
2024-03-01,OŘ7,Počet uložených pokut,Ostatní přestupky,,6,
2024-03-01,OŘ7,Počet uložených pokut,BP v hotovosti,,570,
2024-03-01,OŘ7,Počet uložených pokut,BP na místě nezaplacené,,201,
2024-03-01,OŘ7,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-03-01,OŘ7,Uložené pokuty v Kč,Doprava,,,
2024-03-01,OŘ7,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-03-01,OŘ7,Uložené pokuty v Kč,BP v hotovosti,,,
2024-03-01,OŘ7,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-03-01,OŘ7,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,16,
2024-03-01,OŘ7,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,95,
2024-03-01,OŘ7,Další formy řešení přestupků,Vydané VOPP,,783,
2024-03-01,OŘ7,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-03-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,18,
2024-03-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,1,
2024-03-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,18,
2024-03-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,151,
2024-03-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,14,
2024-03-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz vjezdu,328,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz zastavení,668,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz stání,190,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,pěší zóna,74,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,stání na chodníku,420,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,modrá zóna,49,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,1,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,fialová zóna,1,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,35,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,stání v křižovatce,52,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,21,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky chodců,56,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky cyklistů,10,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,8,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,3,
2024-03-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-03-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,32,
2024-03-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,28,
2024-03-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,1,
2024-03-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-03-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-03-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,15,
2024-03-01,OŘ8,Počet uložených pokut,Veřejný pořádek a zeleň,,10,
2024-03-01,OŘ8,Počet uložených pokut,Doprava,,259,
2024-03-01,OŘ8,Počet uložených pokut,Ostatní přestupky,,27,
2024-03-01,OŘ8,Počet uložených pokut,BP v hotovosti,,222,
2024-03-01,OŘ8,Počet uložených pokut,BP na místě nezaplacené,,74,
2024-03-01,OŘ8,Uložené pokuty v Kč,Veřejný pořádek a zeleň,,,
2024-03-01,OŘ8,Uložené pokuty v Kč,Doprava,,,
2024-03-01,OŘ8,Uložené pokuty v Kč,Ostatní přestupky,,,
2024-03-01,OŘ8,Uložené pokuty v Kč,BP v hotovosti,,,
2024-03-01,OŘ8,Uložené pokuty v Kč,BP na místě nezaplacené,,,
2024-03-01,OŘ8,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,0,
2024-03-01,OŘ8,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,207,
2024-03-01,OŘ8,Další formy řešení přestupků,Vydané VOPP,,260,
2024-03-01,OŘ8,Další formy řešení přestupků,Vyrozumění OPSP,,,
2024-03-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,29,
2024-03-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,7,
2024-03-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,31,
2024-03-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,113,
2024-03-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,136,
2024-03-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,4,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu,420,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz zastavení,,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz stání,321,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,pěší zóna,10,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na chodníku,581,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,fialová zóna,42,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,60,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,stání v křižovatce,136,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,104,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky chodců,64,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky cyklistů,15,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,19,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,5,
2024-03-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-03-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,47,
2024-03-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,50,
2024-03-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
