období,obvod,typ dat,kategorie,přestupek,počet,částka
2024-02-01,OŘ2,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,33,
2024-02-01,OŘ2,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ2,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-02-01,OŘ2,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičičů TAXI,0,
2024-02-01,OŘ2,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,33,
2024-02-01,OŘ2,Počet uložených pokut,Veřejný pořádek a zeleň,,22,
2024-02-01,OŘ2,Počet uložených pokut,Doprava,,827,
2024-02-01,OŘ2,Počet uložených pokut,Ostatní přestupky,,7,
2024-02-01,OŘ2,Počet uložených pokut,BP v hotovosti,,707,
2024-02-01,OŘ2,Počet uložených pokut,BP na místě nezaplacené,,149,
2024-02-01,OŘ2,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,5,
2024-02-01,OŘ2,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,286,
2024-02-01,OŘ2,Další formy řešení přestupků,Vydané VOPP,,77,
2024-02-01,OŘ2,Další formy řešení přestupků,Vyrozumění OPSP,,3217,
2024-02-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,165,
2024-02-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,5,
2024-02-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,55,
2024-02-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,43,
2024-02-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,96,
2024-02-01,OŘ3,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz vjezdu,245,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz zastavení,718,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz stání,100,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,pěší zóna,124,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,stání na chodníku,500,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,modrá zóna,257,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,fialová zóna,36,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,169,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,stání v křižovatce,214,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,16,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,přestupky chodců,46,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,přestupky cyklistů,17,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,37,
2024-02-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,50,
2024-02-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičičů TAXI,0,
2024-02-01,OŘ3,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,39,
2024-02-01,OŘ3,Počet uložených pokut,Veřejný pořádek a zeleň,,50,
2024-02-01,OŘ3,Počet uložených pokut,Doprava,,245,
2024-02-01,OŘ3,Počet uložených pokut,Ostatní přestupky,,24,
2024-02-01,OŘ3,Počet uložených pokut,BP v hotovosti,,234,
2024-02-01,OŘ3,Počet uložených pokut,BP na místě nezaplacené,,85,
2024-02-01,OŘ3,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,5,
2024-02-01,OŘ3,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,408,
2024-02-01,OŘ3,Další formy řešení přestupků,Vydané VOPP,,220,
2024-02-01,OŘ3,Další formy řešení přestupků,Vyrozumění OPSP,,2486,
2024-02-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,72,
2024-02-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,2,
2024-02-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,17,
2024-02-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,162,
2024-02-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,50,
2024-02-01,OŘ4,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,5,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz vjezdu,335,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz zastavení,888,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz stání,46,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,pěší zóna,0,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,stání na chodníku,852,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,modrá zóna,60,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,2,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,fialová zóna,63,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,121,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,stání v křižovatce,224,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,9,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,jízda na červenou,2,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,přestupky chodců,63,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,přestupky cyklistů,44,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,22,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-02-01,OŘ4,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-02-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,28,
2024-02-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,46,
2024-02-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-02-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičičů TAXI,0,
2024-02-01,OŘ4,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,21,
2024-02-01,OŘ4,Počet uložených pokut,Veřejný pořádek a zeleň,,22,
2024-02-01,OŘ4,Počet uložených pokut,Doprava,,420,
2024-02-01,OŘ4,Počet uložených pokut,Ostatní přestupky,,24,
2024-02-01,OŘ4,Počet uložených pokut,BP v hotovosti,,345,
2024-02-01,OŘ4,Počet uložených pokut,BP na místě nezaplacené,,121,
2024-02-01,OŘ4,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,1,
2024-02-01,OŘ4,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,178,
2024-02-01,OŘ4,Další formy řešení přestupků,Vydané VOPP,,421,
2024-02-01,OŘ4,Další formy řešení přestupků,Vyrozumění OPSP,,2497,
2024-02-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,83,
2024-02-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,14,
2024-02-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,696,
2024-02-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,50,
2024-02-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,178,
2024-02-01,OŘ5,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,29,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz vjezdu,902,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz zastavení,1888,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz stání,233,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,pěší zóna,311,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,stání na chodníku,850,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,modrá zóna,142,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,18,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,fialová zóna,25,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,191,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,stání v křižovatce,173,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,12,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,jízda na červenou,2,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,přestupky chodců,56,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,přestupky cyklistů,37,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-02-01,OŘ5,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-02-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,47,
2024-02-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,62,
2024-02-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-02-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičičů TAXI,0,
2024-02-01,OŘ5,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,110,
2024-02-01,OŘ5,Počet uložených pokut,Veřejný pořádek a zeleň,,27,
2024-02-01,OŘ5,Počet uložených pokut,Doprava,,561,
2024-02-01,OŘ5,Počet uložených pokut,Ostatní přestupky,,40,
2024-02-01,OŘ5,Počet uložených pokut,BP v hotovosti,,509,
2024-02-01,OŘ5,Počet uložených pokut,BP na místě nezaplacené,,119,
2024-02-01,OŘ5,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,684,
2024-02-01,OŘ5,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,594,
2024-02-01,OŘ5,Další formy řešení přestupků,Vydané VOPP,,642,
2024-02-01,OŘ5,Další formy řešení přestupků,Vyrozumění OPSP,,5909,
2024-02-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,6,
2024-02-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,1,
2024-02-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,4,
2024-02-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,33,
2024-02-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,33,
2024-02-01,OŘ6,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,9,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz vjezdu,188,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz zastavení,425,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz stání,110,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,pěší zóna,36,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,stání na chodníku,818,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,modrá zóna,67,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,fialová zóna,7,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,207,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,stání v křižovatce,228,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,2,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,přestupky chodců,75,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,přestupky cyklistů,13,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,116,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,49,
2024-02-01,OŘ6,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,2,
2024-02-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,9,
2024-02-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,5,
2024-02-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-02-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,1,
2024-02-01,OŘ6,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,48,
2024-02-01,OŘ6,Počet uložených pokut,Veřejný pořádek a zeleň,,6,
2024-02-01,OŘ6,Počet uložených pokut,Doprava,,696,
2024-02-01,OŘ6,Počet uložených pokut,Ostatní přestupky,,8,
2024-02-01,OŘ6,Počet uložených pokut,BP v hotovosti,,542,
2024-02-01,OŘ6,Počet uložených pokut,BP na místě nezaplacené,,168,
2024-02-01,OŘ6,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,2,
2024-02-01,OŘ6,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,65,
2024-02-01,OŘ6,Další formy řešení přestupků,Vydané VOPP,,195,
2024-02-01,OŘ6,Další formy řešení přestupků,Vyrozumění OPSP,,3643,
2024-02-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,13,
2024-02-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,25,
2024-02-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,75,
2024-02-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,84,
2024-02-01,OŘ7,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,1,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz vjezdu,820,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz zastavení,567,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz stání,90,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,pěší zóna,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,stání na chodníku,309,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,modrá zóna,94,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,13,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,fialová zóna,80,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,153,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,stání v křižovatce,112,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,19,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,přestupky chodců,1,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,přestupky cyklistů,7,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,2,
2024-02-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,44,
2024-02-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-02-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,3,
2024-02-01,OŘ7,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,19,
2024-02-01,OŘ7,Počet uložených pokut,Veřejný pořádek a zeleň,,68,
2024-02-01,OŘ7,Počet uložených pokut,Doprava,,530,
2024-02-01,OŘ7,Počet uložených pokut,Ostatní přestupky,,16,
2024-02-01,OŘ7,Počet uložených pokut,BP v hotovosti,,464,
2024-02-01,OŘ7,Počet uložených pokut,BP na místě nezaplacené,,150,
2024-02-01,OŘ7,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,19,
2024-02-01,OŘ7,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,86,
2024-02-01,OŘ7,Další formy řešení přestupků,Vydané VOPP,,794,
2024-02-01,OŘ7,Další formy řešení přestupků,Vyrozumění OPSP,,2232,
2024-02-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,23,
2024-02-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,25,
2024-02-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,161,
2024-02-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,13,
2024-02-01,OŘ8,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz vjezdu,250,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz zastavení,596,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz stání,160,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,pěší zóna,135,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,stání na chodníku,402,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,modrá zóna,45,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,fialová zóna,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,25,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,stání v křižovatce,53,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,10,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,jízda na červenou,1,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky chodců,37,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,přestupky cyklistů,3,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,29,
2024-02-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,28,
2024-02-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,2,
2024-02-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-02-01,OŘ8,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,13,
2024-02-01,OŘ8,Počet uložených pokut,Veřejný pořádek a zeleň,,2,
2024-02-01,OŘ8,Počet uložených pokut,Doprava,,197,
2024-02-01,OŘ8,Počet uložených pokut,Ostatní přestupky,,28,
2024-02-01,OŘ8,Počet uložených pokut,BP v hotovosti,,193,
2024-02-01,OŘ8,Počet uložených pokut,BP na místě nezaplacené,,34,
2024-02-01,OŘ8,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,3,
2024-02-01,OŘ8,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,214,
2024-02-01,OŘ8,Další formy řešení přestupků,Vydané VOPP,,248,
2024-02-01,OŘ8,Další formy řešení přestupků,Vyrozumění OPSP,,1832,
2024-02-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,42,
2024-02-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,13,
2024-02-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,40,
2024-02-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,59,
2024-02-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,92,
2024-02-01,OŘ9,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,7,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu,293,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz zastavení,1488,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz stání,255,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,pěší zóna,15,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na chodníku,493,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,modrá zóna,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,zelená a oranžová zóna,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,fialová zóna,27,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,zákaz vjezdu os. přepravníků,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,stání na přechodu pro chodce,68,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,stání v křižovatce,88,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,stání ve druhé řadě,67,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,jízda na červenou,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky chodců,84,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,přestupky cyklistů,25,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o méně než 20 km/h,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 20 až 39 km/h,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Doprava,překročení rychlosti o 40 km/h a více,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,proti majetku,34,
2024-02-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Tabákový zákon,113,
2024-02-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Psi neoznačení čipem,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Tržní řád,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Přestupky řidičů TAXI,0,
2024-02-01,OŘ9,Počty zjištěných přestupků,Ostatní přestupky,Přestupky parkoviště invalidů,99,
2024-02-01,OŘ9,Počet uložených pokut,Veřejný pořádek a zeleň,,9,
2024-02-01,OŘ9,Počet uložených pokut,Doprava,,298,
2024-02-01,OŘ9,Počet uložených pokut,Ostatní přestupky,,12,
2024-02-01,OŘ9,Počet uložených pokut,BP v hotovosti,,302,
2024-02-01,OŘ9,Počet uložených pokut,BP na místě nezaplacené,,17,
2024-02-01,OŘ9,Další formy řešení přestupků,Oznámení přestupku,Z toho VP a zeleň,8,
2024-02-01,OŘ9,Další formy řešení přestupků,Domluva,Z toho VP a zeleň,319,
2024-02-01,OŘ9,Další formy řešení přestupků,Vydané VOPP,,277,
2024-02-01,OŘ9,Další formy řešení přestupků,Vyrozumění OPSP,,4120,
2024-02-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení nočního klidu,51,
2024-02-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,vzbuzování veřejného pohoršení,15,
2024-02-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,znečištění veřejného prostranství,61,
2024-02-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,neoprávněný zábor nebo poškozování veřejného prostranství,73,
2024-02-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,porušení OZV: požívání alkoh. nápojů na veř. prostranstvích,25,
2024-02-01,OŘ10,Počty zjištěných přestupků,Veřejný pořádek a zeleň,žebrání v rozporu s vyhláškou,0,
2024-02-01,OŘ10,Počty zjištěných přestupků,Doprava,zákaz vjezdu,131,
